epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,epoch_time
1,2.4710532665252685,10.0,10.009591637585087,2.4468345642089844,12.5,11.111111111111112,0.15774154663085938
2,0.28441781997680665,98.125,98.16403318903319,2.569077968597412,15.0,14.191919191919192,0.014149188995361328
3,0.01887945532798767,100.0,100.0,2.7157082557678223,15.0,14.46969696969697,0.014026641845703125
4,0.00288849463686347,100.0,100.0,2.834198522567749,17.5,16.969696969696972,0.012079000473022461
5,0.0011171740829013289,100.0,100.0,2.9180110931396483,17.5,16.969696969696972,0.011542081832885742
6,0.0006711319263558834,100.0,100.0,2.9743840217590334,17.5,17.333333333333336,0.01200413703918457
7,0.0005165820010006427,100.0,100.0,3.0114905834198,17.5,17.333333333333336,0.012099027633666992
8,0.0004205616598483175,100.0,100.0,3.035554599761963,17.5,17.333333333333336,0.011517047882080078
9,0.0003692710364703089,100.0,100.0,3.0510457038879393,17.5,17.333333333333336,0.010504961013793945
